"","Date","Minimum temperature","Maximum temperature","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
"494",2019-07-12,11.1,29.7,0,NA,NA,"WSW",52,13:04:00,20.7,19,NA,"WNW","17",1011.8,29.1,12,NA,"WSW","17",1008.7
"495",2019-08-12,11.1,29.9,0,NA,NA,"ENE",43,16:29:00,18.3,61,7,"NNE","7",1017.9,28.7,23,NA,"NNE","13",1015.3
"496",2019-09-12,14.9,34.9,0,NA,NA,"NW",46,12:45:00,19.8,63,8,"NW","6",1019.8,32.6,19,3,"WNW","22",1014.7
"497",2019-10-12,12.2,38.1,0,NA,NA,"NW",59,12:51:00,24.3,30,NA,NA,"Calm",1013.8,37.5,6,NA,"WNW","35",1010.2
"498",2019-11-12,11.3,32.7,0,NA,NA,"NNW",44,14:58:00,15.9,62,7,"E","15",1015.6,29.6,17,NA,"NNW","19",1009.9
"499",2019-12-12,12.8,30.5,0,NA,NA,"ENE",57,16:32:00,18,53,NA,"SE","7",1013,27.2,26,NA,"W","11",1008.7
"500",2019-05-23,12.8,27.8,0,NA,NA,"E",48,17:25:00,16.2,62,3,"NNE","13",1013.7,25.6,29,2,"N","17",1009.3
"501",2019-05-24,9.2,29.6,0,NA,NA,"W",48,12:16:00,16.7,67,NA,"WNW","7",1011.4,28.9,22,4,"W","33",1007.4
"502",2019-05-25,12.9,29,0,NA,NA,"W",54,15:06:00,18.8,58,NA,"NNW","17",1009.3,26.2,22,1,"WNW","13",1006.4
"503",2019-05-26,10.6,32,0,NA,NA,"E",48,15:25:00,22.1,24,NA,"SE","9",1010.3,29.8,16,NA,"NW","11",1009.8
"504",2019-05-27,12.1,32.5,0,NA,NA,"E",48,17:49:00,17.6,54,NA,"SE","9",1019.2,30.7,21,NA,"ENE","15",1015.2
"505",2019-05-28,12.2,36.8,0,NA,NA,"NW",43,15:03:00,22.2,43,NA,"S","7",1019.4,36.3,15,NA,"WNW","20",1013.9
"506",2019-05-29,15.8,39.3,0,NA,NA,"E",54,18:13:00,26.5,27,1,NA,"Calm",1015.4,37.6,12,1,"W","26",1012.9
"507",2019-05-30,12.8,39,0,NA,NA,"N",39,15:16:00,21.9,27,8,"SSE","7",1019.3,37.2,10,8,"NW","9",1013.2
"508",2019-05-31,14.7,41.1,0,NA,NA,"WNW",46,12:47:00,23.3,52,8,NA,"Calm",1013.6,40.1,12,3,"W","28",1009.9
"509",2019-06-01,15.5,24.9,0,NA,NA,"ENE",43,15:57:00,18,64,8,"E","17",1019.6,23.9,40,1,"NE","28",1017.6
"510",2019-06-02,8.6,32.4,0,NA,NA,"NE",31,12:06:00,15.3,67,8,"SSE","6",1020.1,30,20,1,"NNE","17",1013.4
"511",2019-06-03,15.3,28.8,0,NA,NA,"NE",44,14:41:00,20.3,53,8,"SE","13",1014.5,27.9,37,6,"ENE","26",1012
"512",2019-06-04,15.1,32.2,0,NA,NA,"ENE",43,20:09:00,19,65,8,"SSW","9",1017,29.7,28,NA,"N","17",1012.9
"513",2019-06-05,15.6,35,0,NA,NA,"E",44,17:15:00,22.7,58,NA,"ESE","6",1018.1,33.4,21,1,"WNW","17",1014.5
"514",2019-06-06,15.3,36.8,0,NA,NA,"E",43,18:05:00,23,48,NA,"SE","7",1019.5,35.4,18,NA,"NNW","17",1015
"515",2019-06-07,17.1,37.7,0,NA,NA,"NW",52,12:47:00,25,42,8,"SW","4",1018.1,35.6,13,NA,"WNW","26",1014.3
"516",2019-06-08,19.6,36.1,0,NA,NA,"WNW",33,15:55:00,27,32,6,"WSW","6",1017.4,34,18,7,"W","17",1015.3
"517",2019-06-09,17.6,39.8,0,NA,NA,"NW",56,13:48:00,25.7,33,8,"ESE","7",1015.1,38.5,8,1,"NW","30",1009.9
"518",2019-06-10,19.8,38,0,NA,NA,"NW",74,09:32:00,31.6,14,NA,"NNW","33",1007.7,36.7,9,8,"NW","35",1005.4
"519",2020-01-01,13.5,33.2,0.2,NA,NA,"NW",37,15:25:00,17.3,32,8,"ESE","7",1013.6,32.3,14,8,"NNW","22",1010.3
"520",2020-02-01,10.7,33.2,0,NA,NA,"E",41,18:09:00,15.7,64,7,"SSE","11",1018.7,31.7,19,8,"NNW","11",1013.9
"521",2020-03-01,15.6,37.8,0,NA,NA,"NW",56,13:59:00,20.2,64,NA,"SW","7",1015.9,36.7,14,NA,"NW","26",1010.7
"522",2020-04-01,18.5,44,0,NA,NA,"NNW",67,16:17:00,26.9,55,NA,"WSW","6",1010.4,42.3,9,NA,"WNW","31",1005.6
"523",2020-05-01,17.3,21.7,0,NA,NA,"ESE",46,15:20:00,17.7,56,8,"ESE","17",1017.4,19.4,55,7,"ESE","28",1017.7
"524",2020-06-01,14.3,21.5,0,NA,NA,"E",33,18:13:00,16.2,74,7,"E","15",1020,20.5,63,8,"E","15",1016.8
"525",2020-07-01,15,35,0.4,NA,NA,"NW",46,12:58:00,21.3,67,NA,"SSE","6",1014.8,33.6,26,1,"WNW","24",1010.7
"526",2020-08-01,16.3,34.9,0,NA,NA,"NNW",52,13:38:00,21.5,67,8,"SSE","9",1015.2,34.1,27,1,"N","13",1010.9
"527",2020-09-01,15.7,26.1,0,NA,NA,"ESE",43,14:14:00,20.7,62,8,"ESE","15",1017.3,23.7,53,7,"ESE","31",1015.9
"528",2020-10-01,17.8,39.4,0,NA,NA,"NW",48,14:04:00,21.6,67,NA,"NNW","7",1011.5,38.1,20,NA,"NW","24",1004.6
"529",2020-11-01,15.5,28.3,0.2,NA,NA,"SW",61,23:08:00,17.3,60,8,"SSE","19",1011.8,26,38,8,"NNW","9",1009.5
"530",2020-12-01,14.4,22.1,0,NA,NA,"E",41,17:54:00,15,61,8,"SSE","13",1017.5,19.9,53,8,"ENE","22",1016.6
"531",2019-06-11,9.7,26.9,0,NA,NA,"ENE",39,19:09:00,16.1,58,8,"WNW","7",1019.3,24.5,33,1,"NNE","15",1015.2
"532",2019-06-12,12.7,32.1,0,NA,NA,"E",48,18:01:00,18.6,65,NA,"SSE","9",1017.3,30.8,23,8,"NNE","19",1012.9
"533",2019-06-13,15.3,33.2,0,NA,NA,"NW",50,15:28:00,20.3,59,NA,"ESE","9",1013.9,31.1,29,1,"NNW","26",1008.6
"534",2019-06-14,15.9,29.3,1,NA,NA,"ESE",48,15:59:00,21.7,69,8,"E","4",1007.5,27.1,41,NA,"NNE","19",1004.3
"535",2019-06-15,16.5,24.8,4,NA,NA,"ESE",43,15:12:00,18.2,76,8,"SSE","11",1009.9,23.6,54,4,"ESE","28",1009.2
"536",2019-06-16,17.1,25.3,0,NA,NA,"ESE",52,14:32:00,18.1,67,8,"SE","15",1011.4,25.1,46,NA,"E","30",1008.1
"537",2019-06-17,13.6,31.3,0,NA,NA,"ESE",50,17:00:00,18.5,71,7,"E","11",1008.2,28.6,31,5,"NNE","15",1003.2
"538",2019-06-18,16,27.9,4.4,NA,NA,"NNW",117,11:48:00,19.9,79,NA,"SSE","9",1002.9,20.9,55,3,"SW","6",1000.8
"539",2019-06-19,14,27.6,2.6,NA,NA,"NW",44,15:08:00,18.9,64,NA,"NNW","26",1006.5,26.5,39,8,"WNW","24",1006.3
"540",2019-06-20,11.8,34.3,0,NA,NA,"NW",59,10:50:00,20.9,56,NA,"ESE","2",1010.1,31.7,19,NA,"NW","31",1005.9
"541",2019-06-21,19.1,34.9,0,NA,NA,"NNW",83,10:11:00,31.3,14,NA,"NNW","46",998.9,28.1,36,4,"NW","48",1000
"542",2019-06-22,14.8,28.8,3.2,NA,NA,"NW",56,11:04:00,19.5,50,NA,"NW","20",1010.1,27.3,23,NA,"WNW","31",1008.8
"543",2019-06-23,16.4,33.7,0,NA,NA,"NW",50,12:42:00,21.9,69,8,"NNW","7",1013.6,31.8,16,NA,"NW","30",1010.3
"544",2019-06-24,16.9,34.7,0,NA,NA,"NW",50,11:58:00,23.9,72,NA,"NW","9",1012.4,33.3,14,NA,"W","26",1010.1
"545",2019-06-25,14.2,35.9,0,NA,NA,"E",54,19:46:00,21.1,66,8,"ENE","4",1014.9,34.7,13,NA,"WNW","28",1010.2
"546",2019-06-26,20.5,34.4,0,NA,NA,"E",44,19:33:00,23.5,69,1,"NNW","6",1012.7,33.2,11,NA,"WNW","28",1010.5
"547",2019-06-27,13.3,32,0,NA,NA,"ENE",44,18:49:00,19.8,64,NA,"SSW","7",1016.4,30.8,23,8,"W","9",1013.4
"548",2019-06-28,13.4,37.3,0,NA,NA,"NNW",30,14:46:00,19.4,64,7,"ESE","9",1016.9,35.5,13,NA,"W","17",1012.4
"549",2019-06-29,16.7,41.9,0,NA,NA,"NNW",48,13:30:00,26,37,NA,"ESE","4",1015.2,39.6,15,NA,"WNW","20",1010.9
"550",2020-01-02,25.5,42.7,0,NA,NA,"W",61,13:04:00,34.5,28,NA,"NNW","30",1011.7,40.5,17,1,"WNW","33",1008.2
"551",2020-02-02,26.7,33.7,0,NA,NA,"W",59,15:29:00,32.2,37,NA,"WNW","24",1007.6,31.2,48,1,"WNW","30",1006.4
"552",2020-03-02,15.3,29.2,0,NA,NA,"WNW",52,11:43:00,20.2,44,NA,"NW","24",1007.2,27.7,17,NA,"W","33",1004.4
"553",2020-04-02,7,25.3,0,NA,NA,"E",44,17:06:00,12.8,41,NA,"S","20",1019.3,24,18,NA,"E","19",1017
"554",2020-05-02,10,29.1,0,NA,NA,"E",52,17:48:00,16.2,65,NA,"N","4",1020.3,27.5,25,NA,"NW","9",1015
"555",2020-06-02,15.7,25.4,0,NA,NA,"ENE",41,16:47:00,18.4,70,8,"SE","13",1022,24.6,43,8,"ENE","20",1020.1
"556",2020-07-02,16.4,23.7,0.8,NA,NA,"E",54,17:54:00,18.4,90,8,"SSE","13",1021.5,21.2,68,8,"ESE","20",1020
"557",2020-08-02,16.3,23.9,1.8,NA,NA,"SE",57,10:55:00,18.4,78,8,"SE","20",1020.6,21.5,59,8,"SE","39",1018.7
"558",2020-09-02,15.5,18.4,3.4,NA,NA,"SE",63,14:39:00,16.8,84,8,"ESE","28",1017,17.7,74,8,"SE","31",1013.3
"559",2020-10-02,15.4,27.6,60.4,NA,NA,"ENE",39,21:09:00,17.2,100,8,"S","17",1008.6,25.9,57,8,"E","26",1006.5
"560",2020-11-02,17.2,28.7,0,NA,NA,"NNE",43,14:48:00,21.6,80,8,NA,"Calm",1009.1,27.5,48,6,"NNW","22",1006.2
"561",2020-12-02,17.3,28.2,0.2,NA,NA,"ESE",41,12:37:00,21.7,73,7,"SE","11",1011,26.4,50,8,"ESE","28",1010
"562",2019-06-30,19.4,27.4,0,NA,NA,"ENE",43,14:29:00,20.9,78,8,"S","15",1012.5,26.7,54,8,"E","26",1009.9
"563",2019-07-01,14.5,29.2,2.6,NA,NA,"ENE",28,20:03:00,19.1,76,8,"SSE","9",1010.6,27.4,44,NA,"WSW","9",1006.1
"564",2019-07-02,18.1,29.8,0,NA,NA,"S",54,21:33:00,19.7,83,8,"ENE","6",1006.1,23.7,64,8,"WNW","20",1004.7
"565",2019-07-03,15.9,26,6.8,NA,NA,"ESE",46,16:53:00,19.2,71,NA,"SE","15",1014.1,24.2,54,6,"ENE","22",1012.3
"566",2019-07-04,16.6,26.3,0,NA,NA,"ENE",33,17:37:00,18.3,77,8,"ESE","9",1014.6,25.2,60,1,"NE","15",1010.8
"567",2019-07-05,17.8,31.2,0,NA,NA,"WNW",57,18:40:00,20.9,83,8,"N","17",1008.6,29.3,46,8,"NW","26",1003.7
"568",2019-07-06,14.5,21.1,4,NA,NA,"WNW",56,14:58:00,16.4,60,NA,"WNW","22",1003.4,19.5,48,1,"WNW","35",1004.3
"569",2019-07-07,11,25.4,0,NA,NA,"ENE",39,19:22:00,15.1,59,NA,"SE","11",1010.1,23.5,34,NA,"WNW","13",1009
"570",2019-07-08,12.1,26.5,0,NA,NA,"E",56,17:04:00,16.6,71,7,"ESE","6",1015.3,24.3,34,NA,"NNW","17",1013.6
"571",2019-07-09,13.9,26.3,0,NA,NA,"ENE",41,16:29:00,15.5,68,2,"SE","7",1022.9,23.4,45,1,"NNE","22",1020.3
"572",2019-07-10,12.7,26.5,0,NA,NA,"N",26,11:38:00,17.6,73,NA,NA,"Calm",1023.8,24.6,46,6,"N","19",1020.7
"573",2019-07-11,13.9,29.7,0,NA,NA,"ESE",33,17:35:00,19.2,70,NA,"ESE","9",1020.3,27.8,38,8,"WNW","13",1016.4
"574",2019-07-12,12.7,30.6,0,NA,NA,"NW",37,14:34:00,18.6,65,NA,NA,"Calm",1016.3,29.4,37,1,"NW","19",1011.5
"575",2019-07-13,18,29.8,0,NA,NA,NA,NA,NA,21.9,69,8,"NNW","26",1006.5,28.2,30,1,"WNW","41",1003.2
"576",2019-07-14,10.3,26.2,0,NA,NA,"NNW",39,13:38:00,14.7,76,5,"N","9",1010.3,24.7,23,NA,"NW","24",1006.1
"577",2019-07-15,6.8,28.3,0,NA,NA,"ENE",50,17:50:00,13.8,44,NA,"N","6",1010.6,27.2,22,NA,"WNW","7",1009.4
"578",2019-07-16,10.5,26.7,0,NA,NA,"N",28,16:41:00,16.3,73,NA,NA,"Calm",1016.3,24.6,39,1,"WNW","9",1012.8
"579",2020-07-01,0.5,15.1,0,NA,NA,"NW",43,13:49:00,9.6,79,8,"NNW","13",1022.7,15,57,8,"NNW","24",1019
"580",2020-07-02,3.4,14,1.6,NA,NA,"NW",59,12:09:00,10.5,87,8,"NNW","35",1016.2,12.3,59,NA,"NW","35",1015.7
"581",2020-07-03,2.9,11.6,0,NA,NA,"NNW",43,11:45:00,7.1,77,NA,"NNW","17",1020.4,10.6,54,NA,"WNW","24",1019.7
"582",2020-07-04,1.7,11.4,0.6,NA,NA,"NW",41,00:03:00,4.3,75,NA,"WNW","15",1022.8,10.8,47,NA,"NW","17",1020.5
"583",2020-07-05,-0.4,13.5,0,NA,NA,"NW",31,00:08:00,3.7,99,NA,"SSE","4",1024.6,12.3,60,NA,"NNW","19",1023.2
"584",2020-07-06,0.4,9.5,0.2,NA,NA,"W",20,15:24:00,2.9,100,8,"S","7",1030.5,8.9,76,NA,"WNW","13",1028.4
"585",2020-07-07,-2.5,13.9,0,NA,NA,"SSW",28,12:11:00,2.3,99,NA,NA,"Calm",1032.2,12.9,56,7,"SSE","9",1030.1
"586",2020-07-08,-2.3,11.9,0,NA,NA,"SSW",13,08:09:00,2.6,99,8,"S","6",1033.2,10.5,68,NA,"SW","2",1029.9
"587",2020-07-09,-0.3,14.5,0.2,NA,NA,"NNW",28,14:11:00,2.8,100,8,NA,"Calm",1032.6,13.5,49,NA,"NNW","15",1028.9
"588",2020-07-10,0.7,15.1,0,NA,NA,"N",19,14:32:00,3.8,97,6,NA,"Calm",1029.1,14.5,49,5,"NNW","15",1024.4
"589",2020-07-11,0.5,8.5,0,NA,NA,"N",13,07:16:00,5.5,95,1,"SSW","7",1019.3,8,89,8,NA,"Calm",1016.4
"590",2020-07-12,1.9,11.7,2.4,NA,NA,"S",35,16:39:00,4.9,100,8,"S","4",1018,10.1,80,8,"W","7",1016.6
"591",2020-07-13,3.9,11.7,8.6,NA,NA,"S",35,05:58:00,6,99,8,"S","13",1020.2,11.2,72,6,"SSW","17",1019.7
"592",2020-07-14,4.9,12.6,0.2,NA,NA,"SSW",57,15:39:00,9.3,68,7,"S","33",1023.5,11.7,69,8,"SSW","35",1021.9
"593",2020-07-15,6.1,12.5,0,NA,NA,"S",48,06:24:00,8.4,66,7,"S","30",1022.9,12.2,51,5,"S","22",1020.2
"594",2020-07-16,3.6,12.8,0,NA,NA,"S",41,13:20:00,5.9,79,2,"WNW","7",1021.5,12.2,55,8,"S","20",1019.8
"595",2020-07-17,-0.6,14.4,0,NA,NA,"S",37,00:56:00,6.5,80,NA,"SSE","9",1024.2,13.3,54,NA,"SW","9",1022.1
"596",2020-07-18,-0.3,12.9,0,NA,NA,"NW",28,13:53:00,5.7,94,1,NA,"Calm",1024.2,12.3,64,NA,"NNW","15",1020.1
"597",2020-07-19,4.4,13.8,0,NA,NA,"WNW",61,23:48:00,8.9,82,4,"NW","24",1018.4,12.9,53,NA,"NW","35",1015.1
"598",2020-07-20,2.7,13.8,0,NA,NA,"WNW",57,02:22:00,6.7,63,NA,"WNW","24",1020.2,11.7,48,NA,"NNW","24",1019.8
"599",2020-07-21,-3.3,13.8,0,NA,NA,"S",30,10:21:00,2.6,89,NA,"ENE","4",1028.9,13.4,45,NA,"WNW","13",1027.2
"600",2020-07-22,-3.6,14.3,0,NA,NA,"NNW",30,14:52:00,1.8,94,NA,"N","7",1029.2,13.6,52,NA,"NNW","24",1025.3
"601",2020-07-23,-3.1,11.8,0,NA,NA,"N",17,14:40:00,2.8,99,8,"ESE","4",1028.2,11,57,NA,"NNW","13",1025.4
"602",2020-07-24,-2.1,14.7,0,NA,NA,"N",24,14:04:00,5.1,95,8,"NE","2",1028.7,14,39,NA,"NNW","19",1025.9
"603",2020-07-25,-3.3,15.1,0,NA,NA,"E",28,20:29:00,2.4,92,8,"WSW","7",1027.8,13.7,64,8,"ENE","13",1024
"604",2020-07-26,2.4,12,9.2,NA,NA,"S",30,17:13:00,9.7,99,8,"SSE","6",1021.3,11.9,99,8,"S","11",1016.4
"605",2020-07-27,9.4,12.2,10,NA,NA,"S",76,11:53:00,11,86,8,"SSW","41",1008,10.6,69,8,"S","33",1006.9
"606",2020-07-28,9.6,15.6,0.4,NA,NA,"S",69,00:56:00,12.1,73,7,"S","26",1013.2,14.1,62,4,"S","28",1013.9
"607",2020-07-29,1.2,15.7,0,NA,NA,"N",24,15:56:00,7.4,86,NA,NA,"Calm",1019.6,15.1,58,1,"NNW","13",1017.4
"608",2020-07-30,1.8,14.7,0,NA,NA,"SSW",22,13:28:00,4.9,100,8,"S","7",1026.4,14.3,48,NA,"SW","13",1024.4
"609",2020-07-31,-2.8,13.5,0,NA,NA,"N",19,13:45:00,3.2,85,NA,"WSW","4",1030.6,13.2,55,NA,"NNW","11",1027
"610",2020-08-01,-1.6,13.2,0,NA,NA,"NW",26,14:48:00,2.6,99,8,"NW","4",1028.5,12.9,65,1,"NW","17",1024.6
"611",2020-08-02,-1,11.8,0,NA,NA,"WNW",17,17:03:00,1.7,99,8,"S","6",1027.8,11.1,63,NA,"SSW","2",1024.4
"612",2020-08-03,-2.7,14.1,0.4,NA,NA,"NNW",31,16:52:00,1.3,99,8,NA,"Calm",1022.3,13.4,59,8,"NNW","20",1017
"613",2020-08-04,0.5,12.3,0,NA,NA,"NW",61,11:31:00,8.5,74,NA,"NNW","28",1011.9,9.9,40,NA,"WNW","33",1010.4
"614",2020-08-05,0.6,9.9,0,NA,NA,"NW",54,13:53:00,2.8,73,4,"N","31",1013.2,8.5,53,NA,"NNW","35",1012.4
"615",2020-08-06,-4,10.8,0,NA,NA,"NW",31,03:20:00,2.1,79,NA,NA,"Calm",1020.1,10.1,40,NA,"N","6",1018.8
"616",2020-08-07,0.7,10.5,1,NA,NA,"ESE",31,17:46:00,6,92,7,"SSE","17",1023.2,7.5,90,7,"SE","13",1018.5
"617",2020-08-08,6,12.4,19.6,NA,NA,"SE",37,12:04:00,10.2,85,8,"SSE","17",1016.4,11.4,78,8,"SE","17",1013.3
"618",2020-08-09,6.8,11.3,39.6,NA,NA,"S",54,08:58:00,7.1,93,8,"S","41",1013.1,10.4,76,8,"SSE","24",1012.5
"619",2020-08-10,6.5,12.6,5.2,NA,NA,"S",46,10:23:00,8.9,64,NA,"S","33",1021,11.3,54,NA,"ESE","24",1020.5
"620",2020-08-11,-3.2,11.5,0.2,NA,NA,"NNW",26,17:50:00,2.1,95,8,"NNW","7",1023.3,10.6,62,NA,"NNE","7",1018.8
"621",2020-08-12,-1,12.6,0,NA,NA,"NW",33,12:52:00,3.3,99,8,NA,"Calm",1017.5,11.4,78,8,"NW","9",1013
"622",2020-08-13,3.4,16.9,1.8,NA,NA,"N",31,15:06:00,10.4,95,3,"NNW","4",1015.8,15.3,64,NA,"NNW","24",1014.3
"623",2020-08-14,1.9,14.7,0,NA,NA,"S",19,20:49:00,5.4,99,8,"S","7",1017.9,14.5,66,7,NA,"Calm",1014
"624",2020-08-15,5.3,11.1,11.2,NA,NA,"SSW",30,06:29:00,8.9,80,8,"SSW","17",1010.2,9.7,91,7,"WNW","11",1008.3
"625",2020-08-16,7.3,14.9,2.6,NA,NA,"WNW",54,14:11:00,10.9,74,NA,"NW","24",1008.1,12,65,8,"WNW","28",1006.2
"626",2020-08-17,6.2,13.6,0,NA,NA,"NW",48,15:27:00,10,77,NA,"NW","30",1010.7,12.6,58,NA,"NW","33",1007.5
"627",2020-08-18,5.8,14.3,0,NA,NA,"NNW",46,14:32:00,8.9,81,8,"N","19",1007.1,13.2,67,3,"NW","31",1001.8
"628",2020-08-19,4.9,11.2,5.8,NA,NA,"NNW",67,10:31:00,8.8,78,8,"NNW","26",996.6,7.6,83,7,"NW","33",992.6
"629",2020-08-20,5.1,10.7,10,NA,NA,"NW",54,08:13:00,7.5,72,5,"NW","19",1002.5,9.1,70,4,"NW","26",1003.8
"630",2020-08-21,5.1,10.5,0.4,NA,NA,"WSW",65,17:36:00,6.7,90,8,"NNW","30",1005.7,7.8,88,8,"NW","35",1003
"631",2020-08-22,2.3,7.5,6.4,NA,NA,"WNW",61,12:23:00,4.2,74,8,"WNW","31",1003.7,5.9,73,8,"NW","28",1002.5
"632",2020-08-23,1.9,10.9,1.4,NA,NA,"WNW",50,12:57:00,6.5,61,NA,"WNW","17",1008.7,8.4,67,5,"NW","35",1008.5
"633",2020-08-24,0.4,11,0.2,NA,NA,"N",41,14:31:00,5.8,70,NA,"NNW","15",1020.4,9.7,61,NA,"N","33",1019.6
"634",2020-08-25,-2.6,12.6,0,NA,NA,"NNW",28,15:55:00,3.8,77,NA,"NNE","4",1028.1,12,44,6,"WNW","15",1026.4
"635",2020-08-26,-3.3,13.9,0,NA,NA,"N",31,16:18:00,1.5,99,8,"NNE","4",1031.2,13,53,NA,"NNW","20",1027.2
"636",2020-08-27,-2.9,15.6,0,NA,NA,"NW",50,21:00:00,1.5,99,8,"SSW","6",1028.3,14.2,48,2,"WNW","26",1023.1
"637",2020-08-28,1,13.7,0,NA,NA,"NW",59,00:15:00,7.6,62,NA,"N","13",1026.1,12.2,54,NA,"NNW","24",1026.4
"638",2020-08-29,-2.5,18.6,0,NA,NA,"N",30,14:03:00,5.1,83,NA,NA,"Calm",1032.6,17.9,38,NA,"NNW","22",1027.9
"639",2020-08-30,-1.4,18.4,0,NA,NA,"NNW",56,11:59:00,6.3,79,NA,NA,"Calm",1026.9,17.5,44,NA,"NW","37",1020.9
"640",2020-08-31,6.3,15,0,NA,NA,"NW",37,07:25:00,10.6,62,NA,"NW","17",1019.5,13.4,56,NA,"NNW","26",1019.5
"641",2020-09-01,4.6,14.8,0,NA,NA,"N",31,13:56:00,8.9,71,NA,"NNW","9",1025,14.2,49,NA,"NNW","20",1020.7
"642",2020-09-02,0.2,18,0,NA,NA,"NW",56,12:19:00,7.8,88,NA,NA,"Calm",1021,17.7,49,NA,"NNW","31",1016.5
"643",2020-09-03,2.7,20.2,0,NA,NA,"NW",57,12:57:00,16,59,7,"NNW","11",1017.3,18.5,49,5,"NNW","31",1015.3
"644",2020-09-04,8.1,18.8,0,NA,NA,"WNW",41,14:06:00,14.3,55,NA,"N","17",1018.5,16.8,36,8,"WNW","20",1015.4
"645",2020-09-05,3.9,17.3,0,NA,NA,"NNW",41,17:05:00,11.5,57,4,"NNW","13",1018.3,16,49,NA,"NNW","26",1017.6
"646",2020-09-06,-0.9,17.6,0,NA,NA,"N",33,13:22:00,8.8,81,NA,"WSW","6",1028.9,17.3,45,NA,"NW","15",1026.3
"647",2020-09-07,0.9,20.3,0,NA,NA,"NNW",41,14:58:00,10.8,76,NA,NA,"Calm",1031.6,19.9,57,NA,"NW","24",1028.6
"648",2020-09-08,2.9,22,0,NA,NA,"NNW",44,11:19:00,14.7,72,NA,"W","2",1029.1,20.3,59,5,"NNW","30",1025.2
"649",2020-09-09,11.7,11.8,1.4,NA,NA,"E",30,07:46:00,11.7,87,8,"ESE","13",1028.7,10.5,73,8,"SE","15",1027.4
"650",2020-09-10,5.8,14.6,0.2,NA,NA,"E",35,11:07:00,10.6,58,7,"ESE","17",1030.5,13.6,53,7,"E","19",1028.5
"651",2020-09-11,5.6,17.8,0.2,NA,NA,"NNE",26,13:08:00,9.5,61,NA,"WNW","7",1032.8,16.8,48,NA,"N","11",1027.8
"652",2020-09-12,-0.5,19.3,0,NA,NA,"N",39,14:46:00,9.6,75,NA,"NW","2",1029.1,18.2,44,NA,"NNW","26",1024.8
"653",2020-09-13,4,15.8,0,NA,NA,"NW",44,11:50:00,14.1,63,5,"NNW","20",1023.9,14.1,76,8,"NW","24",1022.1
"654",2020-09-14,2,20.1,0,NA,NA,"N",33,15:29:00,9.7,92,7,"N","9",1026.8,19.1,48,NA,"N","22",1023.7
"655",2020-09-15,5.3,20.5,0,NA,NA,"N",28,15:45:00,12.8,80,NA,"NW","4",1029.6,20.2,44,NA,"N","17",1025.8
"656",2020-09-16,2,21,0,NA,NA,"NNW",54,11:50:00,11,86,NA,NA,"Calm",1025.1,20.8,42,NA,"NW","31",1019.9
"657",2020-09-17,5.4,23.1,0,NA,NA,"ESE",50,17:49:00,17.3,57,1,"NW","6",1024,22.5,50,NA,"NNW","30",1021.8
"658",2020-09-18,9.8,16.8,0.2,NA,NA,"ENE",24,17:15:00,12.3,80,7,"E","7",1032.6,16.7,64,7,"ESE","9",1028.7
"659",2020-09-19,11.3,22.1,0,NA,NA,"ENE",41,18:28:00,16.5,74,8,"SE","7",1026.9,21.3,52,5,"NE","11",1021.2
"660",2020-09-20,13.1,17.8,11,NA,NA,"N",41,10:45:00,14.2,98,8,"NNE","19",1014,16.2,79,8,"NNW","28",1011
"661",2020-09-21,7.8,23.8,1,NA,NA,"N",54,16:00:00,14.9,98,8,"NNW","9",1012.3,23.1,61,8,"NNW","30",1007.5
"662",2020-09-22,7.4,18.3,9.8,NA,NA,"NNW",61,12:49:00,14.8,53,NA,"NW","20",1011.7,16.4,48,4,"WNW","35",1010.6
"663",2020-09-23,6.4,14.6,0,NA,NA,"WNW",56,12:52:00,12.7,60,7,"NW","31",1013.3,12.9,55,1,"WNW","31",1011.8
"664",2020-09-24,6.2,13.1,0.4,NA,NA,"WNW",48,11:03:00,10.5,67,7,"NW","19",1013.9,12.4,53,1,"WNW","28",1012
"665",2020-09-25,4,11.3,2,NA,NA,"NW",57,10:52:00,8.9,82,7,"N","20",1004.8,5.7,92,8,"N","19",1000.4
"666",2020-09-26,2.4,10.5,14.2,NA,NA,"WNW",52,05:56:00,6.5,63,8,"WNW","28",1010.5,10.3,59,1,"WNW","30",1011.7
"667",2020-09-27,3.3,14.5,0,NA,NA,"NNW",31,17:05:00,9.7,62,NA,"NW","17",1021.7,13.4,54,NA,"NW","17",1021.7
"668",2020-09-28,-1.3,16.7,0,NA,NA,"NNW",31,15:44:00,7.9,72,NA,"WNW","2",1027.6,15.9,36,NA,"N","19",1024
"669",2020-09-29,0.8,18,0,NA,NA,"N",30,13:05:00,10.9,70,NA,"NNW","2",1028.2,16.5,44,2,"NNE","15",1021.8
"670",2020-09-30,5.2,17.1,0,NA,NA,"NNW",56,23:45:00,11.8,70,8,"NW","11",1019.3,12.5,91,7,"NNW","17",1013.7
