"","Date","Minimum temperature","Maximum temperature","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
"850",2021-03-29,3.2,22.4,0,NA,NA,"ENE",31,18:26:00,9.2,85,NA,NA,"Calm",1020.6,21.9,38,NA,"WNW","7",1018.1
"851",2021-03-30,9.2,22.6,0,NA,NA,"SSE",26,04:56:00,11.4,68,1,"SSE","13",1024.1,19.5,31,3,"S","9",1021.4
"852",2021-03-31,4.4,23.4,0,NA,NA,"ENE",30,17:58:00,9.9,86,NA,"SSE","9",1025,21.6,29,NA,"NNW","9",1021.9
"853",2021-04-01,5,25,0,NA,NA,"N",17,12:35:00,9.8,99,NA,NA,"Calm",1025.6,23.4,35,NA,"NNW","4",1023.3
"854",2021-04-02,7.4,27.1,0,NA,NA,"E",31,17:09:00,14.4,80,NA,"ESE","7",1028.1,26.7,35,NA,"E","19",1025.5
"855",2021-04-03,5.9,28.3,0,NA,NA,"W",26,12:42:00,13.4,75,NA,"E","7",1026.5,27,30,NA,"SW","11",1022.3
"856",2021-04-04,5.8,28.1,0,NA,NA,"NW",19,13:59:00,15.2,69,NA,NA,"Calm",1022.2,27.6,39,NA,"NW","9",1017.6
"857",2021-04-05,8.1,25.6,0,NA,NA,"E",35,19:27:00,19.1,66,NA,"ESE","11",1021.8,24.6,53,NA,"ENE","13",1019.2
"858",2021-04-06,10.7,25.3,0,NA,NA,"E",33,19:05:00,19.1,78,7,"SSW","7",1023.7,24.4,50,1,"NNE","15",1020
"859",2021-04-07,9.7,24.1,0,NA,NA,"ENE",24,15:46:00,16.8,84,8,"SE","2",1021.5,22.9,45,1,"E","9",1016.5
"860",2021-04-08,10.4,25,0,NA,NA,"NW",28,16:47:00,16.7,84,2,"SSE","7",1015.9,24.4,40,NA,"NNW","9",1009.7
"861",2021-04-09,10.5,23.6,0,NA,NA,"W",56,13:33:00,18.2,66,5,"NW","17",1006.1,22.7,43,NA,"WNW","24",1003.9
"862",2021-04-10,6,15.8,0,NA,NA,"WNW",57,13:15:00,12.9,57,7,"WNW","28",1006.3,14.7,51,5,"WNW","30",1006.2
"863",2021-04-11,3.6,14.6,0.2,NA,NA,"SSW",50,05:16:00,9.2,49,NA,"W","28",1010.1,13.1,40,8,"WNW","26",1011.1
"864",2021-04-12,-2.6,16.9,0,NA,NA,"W",28,11:30:00,7.8,67,NA,"WNW","9",1019.6,16.1,42,NA,"WNW","15",1018.1
"865",2021-04-13,-1.1,19.3,0,NA,NA,"NW",33,15:00:00,8.4,77,NA,"SSW","7",1022.5,18.5,39,NA,"NNW","20",1017.5
"866",2021-04-14,8.4,20.7,0,NA,NA,"NW",54,11:03:00,16.5,42,7,"NW","33",1014.5,18.7,34,5,"NW","31",1013
"867",2021-04-15,5.4,19.8,0,NA,NA,"NNW",43,13:33:00,15.1,50,1,"WNW","17",1016,19,39,NA,"NNW","26",1013.3
"868",2021-04-16,0.6,19.4,0,NA,NA,"E",37,18:23:00,9.9,73,NA,"SSW","4",1022,19.1,31,NA,"NW","6",1020
"869",2021-04-17,3.2,19.4,0,NA,NA,"E",24,18:51:00,10.8,84,8,"SE","6",1023.8,18.3,41,NA,"NNE","9",1019.8
"870",2021-04-18,3.6,18.3,0,NA,NA,"N",28,14:17:00,9.8,99,8,"S","4",1022.7,18.2,35,NA,"N","15",1018.8
"871",2021-04-19,0,19.1,0,NA,NA,"N",41,14:14:00,9.4,70,NA,"NNW","2",1019.1,18.1,45,NA,"NNW","30",1014.7
"872",2021-04-20,0.9,18.9,0,NA,NA,"NW",50,13:22:00,13.8,59,NA,"NW","13",1015.2,18,41,2,"WNW","28",1010.5
"873",2021-04-21,3.4,16.1,1.2,NA,NA,"SSW",37,09:05:00,8.7,61,NA,"SSW","17",1014.9,14.3,38,NA,"WSW","9",1013.1
"874",2021-04-22,-1.7,14.5,0,NA,NA,"WNW",43,15:33:00,8.7,63,NA,"NW","13",1012.9,13.1,49,5,"WNW","30",1012
"875",2021-04-23,0.5,18.3,0,NA,NA,"WNW",37,15:37:00,11.3,63,NA,"S","4",1017.5,17,39,NA,"WNW","22",1016
"876",2021-04-24,-2.7,18.8,0,NA,NA,"NW",35,16:16:00,7,79,NA,"SSW","4",1023,18.1,40,NA,"NW","17",1019.5
"877",2021-04-25,-0.7,18.6,0,NA,NA,"WNW",26,13:08:00,8.3,84,NA,"SW","9",1025.4,18.6,41,NA,"WNW","13",1022
"878",2021-04-26,-1,19.4,0,NA,NA,"W",20,13:16:00,7.6,87,NA,"N","7",1026.4,18.4,43,NA,"NW","13",1023.3
"879",2021-04-27,0.5,20.6,0,NA,NA,"N",24,13:52:00,9.8,75,NA,"ESE","9",1028.4,19.8,32,NA,"NNW","15",1024.3
"880",2021-04-28,5.8,20.7,0,NA,NA,"WNW",24,11:48:00,13.2,78,2,"W","7",1026.1,19.2,39,2,"N","15",1022.6
"881",2021-04-29,1.9,21.4,0,NA,NA,"WNW",17,12:34:00,9.2,98,NA,"SW","2",1025.4,20.8,33,NA,"NNW","9",1022.5
"882",2021-04-30,2.3,21.6,0,NA,NA,"NNW",20,13:37:00,10.2,89,NA,"SE","9",1029.5,20.7,37,1,"NNE","11",1026.7
"883",2021-05-01,3.6,21.5,0,NA,NA,"SSW",31,13:19:00,11.8,88,NA,"NW","2",1030.9,21,41,NA,"NNW","9",1028.1
"884",2021-05-02,3.4,21.3,0,NA,NA,"NW",30,12:24:00,10.4,100,8,NA,"Calm",1029.7,21,51,NA,"NNW","15",1025.3
"885",2021-05-03,2.5,22.3,0,NA,NA,"SSW",39,18:46:00,10.5,94,NA,"NW","4",1024.5,21.4,48,8,"NW","19",1019
"886",2021-05-04,9.9,13.3,25.4,NA,NA,"SSW",17,09:45:00,11,100,8,"E","6",1018.3,12.3,93,8,"SE","9",1016.6
"887",2021-05-05,10.3,15.8,12.4,NA,NA,"SSW",35,12:58:00,13.3,90,7,"SSW","17",1018.6,14.5,84,8,"S","26",1017.7
"888",2021-05-06,11.6,19.8,0.6,NA,NA,"SE",54,13:52:00,15.4,74,2,"SSE","20",1019.3,17.9,71,8,"SE","30",1016.3
"889",2021-05-07,12,20.6,0.2,NA,NA,"ESE",28,13:45:00,15.4,88,8,"SE","11",1015.7,18.4,75,6,"ESE","13",1012.5
"890",2021-05-08,8.7,19.8,0.4,NA,NA,"NW",30,13:06:00,11.4,100,8,NA,"Calm",1015.5,18,48,8,"WNW","17",1014.4
"891",2021-05-09,6.6,20.4,0,NA,NA,"NW",31,14:23:00,12.3,81,NA,"S","7",1020.9,16.6,64,NA,"NW","19",1017.5
"892",2021-05-10,3.3,18.2,0,NA,NA,"NW",44,11:11:00,9.2,100,8,"S","7",1016.6,17.7,63,8,"NNW","24",1012.5
"893",2021-05-11,8,14.8,2.8,NA,NA,"N",24,01:08:00,11.5,94,8,"NNW","13",1016.1,13.8,68,1,"NNW","17",1016.8
"894",2021-05-12,5.7,18.5,0,NA,NA,"E",30,15:20:00,12,86,6,"SSE","6",1022.3,17,52,NA,"ENE","13",1019.2
"895",2021-05-13,1,17.6,0,NA,NA,"WNW",41,14:19:00,8.8,92,NA,"N","4",1016.8,15.7,49,6,"WNW","24",1011.7
"896",2021-05-14,7,13.7,0,NA,NA,"WNW",44,04:28:00,9.9,50,NA,"NW","20",1013.9,12,49,5,"WNW","24",1013.1
"897",2021-05-15,6.1,12.1,0,NA,NA,"WNW",63,08:54:00,9.2,62,2,"WNW","43",1010.8,11.4,45,3,"W","26",1013.5
"898",2021-05-16,-5.4,12.9,0,NA,NA,"NW",48,14:29:00,1.8,83,NA,NA,"Calm",1022.6,11.1,49,NA,"NW","35",1018.6
"899",2021-05-17,1.8,14.3,0,NA,NA,"NNW",39,01:19:00,8.7,74,NA,"N","13",1023.4,13.2,53,1,"NNW","26",1023
"900",2021-05-18,-3.6,12.8,0,NA,NA,"N",26,12:46:00,2.3,99,8,"NNE","7",1030.1,12.2,52,NA,"NNW","17",1027
"901",2021-05-19,-3.8,12.5,0.2,NA,NA,"WSW",19,14:54:00,2.2,100,8,"E","6",1030,12.1,64,NA,"WSW","13",1026.7
"902",2021-05-20,-1.9,14.7,0.2,NA,NA,"NNW",17,14:56:00,4.3,100,8,"E","7",1029.3,13.4,60,8,"NNW","13",1026.9
"903",2021-05-21,-1.6,17.4,0,NA,NA,"SW",15,16:12:00,7,82,NA,"SE","9",1032.3,17.2,43,NA,"WNW","6",1028.6
"904",2021-05-22,2.1,17.4,0,NA,NA,"SE",20,05:01:00,5.4,78,NA,"SSE","9",1029.6,17.1,36,NA,"WNW","9",1025.2
"905",2021-05-23,-3,18,0,NA,NA,"E",28,18:15:00,5.4,86,NA,NA,"Calm",1029.4,16,52,NA,"E","13",1027
"906",2021-05-24,3.4,17.6,0,NA,NA,"ENE",19,12:21:00,10.5,95,8,"SSW","7",1032.2,16,62,4,"NE","9",1028.4
"907",2021-05-25,4,18.7,0.2,NA,NA,"NNW",39,13:46:00,6.8,100,8,NA,"Calm",1026.4,18,48,2,"NNW","28",1019.4
"908",2021-05-26,6.7,13.9,5,NA,NA,"NNW",54,01:03:00,10.3,73,NA,"N","13",1017.3,12.6,52,3,"WNW","33",1017.3
"909",2021-05-27,-3.5,14.6,0,NA,NA,"WNW",39,14:09:00,4.5,94,NA,NA,"Calm",1025.5,13.8,45,NA,"WNW","26",1022.4
"910",2021-05-28,-0.1,11.8,0,NA,NA,"S",46,12:00:00,6.9,77,NA,"ESE","9",1026.2,10.7,39,NA,"S","31",1026.6
"911",2021-05-29,-3.4,12.5,0,NA,NA,"S",39,08:57:00,5.6,64,NA,"S","30",1031,12,41,NA,"SSW","15",1028.3
"912",2021-05-30,-4.1,13.6,0.2,NA,NA,"ESE",19,09:49:00,4,82,NA,"N","6",1030.7,13.4,40,NA,"NW","9",1027
"913",2021-05-31,-6.3,15.7,0,NA,NA,"NNW",24,14:50:00,0.8,99,NA,"NNW","6",1027,15.1,32,NA,"NNW","15",1023.1
"914",2021-06-01,-5.2,14.5,0,NA,NA,"NNW",30,14:18:00,2,94,NA,NA,"Calm",1024.5,12.4,59,4,"NNW","19",1022.7
"915",2021-06-02,1.9,17.4,0,NA,NA,"WNW",28,15:02:00,7.8,88,5,NA,"Calm",1023.3,16.8,43,NA,"NW","15",1019.7
"916",2021-06-03,6.1,10.5,10.4,NA,NA,"SE",17,13:29:00,8.1,100,NA,NA,"Calm",1017.1,10.5,99,8,"SSE","9",1012.1
"917",2021-06-04,3.5,14.2,9.4,NA,NA,"WNW",39,15:54:00,6,100,8,"SSE","2",1013.8,14,55,8,"WNW","20",1012.7
"918",2021-06-05,-4.8,10.4,0.2,NA,NA,"NNW",41,15:47:00,0.4,97,2,"N","7",1024.1,10.1,66,NA,"NNW","24",1021.1
"919",2021-06-06,-2.5,14.5,0,NA,NA,"NNW",28,16:24:00,3,86,NA,"NNW","4",1026.7,13.6,61,NA,"N","17",1023.9
"920",2021-06-07,0.2,14.5,0,NA,NA,"NNW",30,14:03:00,5.4,100,8,"N","4",1024.9,13,64,1,"NNW","22",1019.7
"921",2021-06-08,-0.3,15,0.2,NA,NA,"NW",44,12:35:00,8.7,76,4,"WSW","4",1012.7,14.3,47,NA,"N","30",1007.1
"922",2021-06-09,2.4,10,4,NA,NA,"NNW",28,15:10:00,4.6,95,3,"S","4",1005.5,9.5,64,1,"NW","15",1001.4
"923",2021-06-10,1.4,9.3,10.8,NA,NA,"E",37,10:59:00,5.4,85,NA,"SE","17",1005,8,73,8,"SE","20",1005.7
"924",2021-06-11,4.9,13.5,8,NA,NA,"NNW",43,22:28:00,9.1,82,8,"SW","15",1012,11.9,66,8,"SSE","7",1011.7
"925",2021-06-12,5.4,9.4,0,NA,NA,"NW",48,04:06:00,6.7,86,8,"NNW","30",1016.1,8.5,83,7,"NNW","24",1016.3
"926",2021-06-13,4.3,13.8,0,NA,NA,"NNW",31,01:38:00,8.2,83,NA,"NNW","17",1019,12,60,3,"N","17",1016.1
"927",2021-06-14,4.2,13,0,NA,NA,"NNW",13,11:49:00,6.6,99,8,"N","7",1018.8,12.5,71,8,NA,"Calm",1016.6
"928",2021-06-15,1.9,14.5,0,NA,NA,"NNW",15,13:16:00,6.2,100,8,"E","4",1020.1,13.6,51,6,"NW","9",1016.9
"929",2021-06-16,0.6,11.3,0,NA,NA,"NW",30,13:59:00,5.6,100,8,"E","7",1018.7,9,97,8,"E","11",1013.2
"930",2021-06-17,5,9.7,29.4,NA,NA,"NW",44,10:28:00,7.3,85,NA,"NW","30",1010.9,8,82,8,"NNW","24",1008.9
"931",2021-06-18,3.8,12.5,0,NA,NA,"NW",37,00:58:00,5.8,100,8,"S","9",1009.9,11.5,60,8,"WNW","11",1008.3
"932",2021-06-19,5.7,13,1.8,NA,NA,"S",70,09:15:00,9.5,63,2,"S","39",1017.9,11.3,56,3,"S","33",1019.8
"933",2021-06-20,2.8,12.3,0,NA,NA,"S",41,00:29:00,8.8,63,NA,"S","24",1026.8,10.7,57,8,"SSW","28",1025.7
"934",2021-06-21,-1.7,13.2,0,NA,NA,"SE",19,14:53:00,4,95,NA,"SSW","6",1030.2,12,58,7,"ESE","11",1027.7
"935",2021-06-22,-0.4,14.9,0,NA,NA,"N",28,14:01:00,5.8,95,NA,NA,"Calm",1033.4,12.3,55,4,"NNE","13",1029.7
"936",2021-06-23,1.4,12.3,0,NA,NA,"NNW",43,21:45:00,3.7,100,1,NA,"Calm",1027.6,11.7,72,8,"N","17",1021.8
"937",2021-06-24,3.7,12.4,11,NA,NA,"N",69,09:04:00,12.3,91,7,"N","43",1013.3,12,99,7,"NNW","30",1010.8
"938",2021-06-25,7.3,12.6,19.2,NA,NA,"NNW",50,12:43:00,8.7,91,8,"NNW","19",1016,9.3,91,7,"NW","26",1015.1
"939",2021-06-26,4.8,12.1,11.2,NA,NA,"WNW",37,12:16:00,8.1,95,8,"NNW","20",1019.6,11,63,5,"NW","17",1019.6
"940",2021-06-27,2.8,12.7,0,NA,NA,"N",35,15:01:00,6.2,79,NA,"N","13",1027.1,11.2,66,3,"N","28",1027
"941",2021-06-28,-2.2,13.6,0,NA,NA,"WNW",15,13:41:00,1.4,99,8,"S","4",1034.3,12.3,59,8,"ENE","9",1032
"942",2021-06-29,-1.7,14.2,0.2,NA,NA,"NE",24,14:55:00,3.8,99,8,"ESE","9",1036.6,13.3,61,4,"NE","19",1033.2
"943",2021-06-30,3.8,16.9,0,NA,NA,"N",19,11:59:00,11.1,83,8,"S","7",1032.6,14.6,60,8,"E","9",1027.8
"944",2021-07-01,2.6,11.5,0,NA,NA,"SE",19,02:52:00,6.6,100,8,NA,"Calm",1026.7,11.3,82,8,NA,"Calm",1023.3
"945",2021-07-02,6.6,12.8,7.6,NA,NA,"NW",35,12:04:00,9.3,99,8,"NNW","15",1019.6,11.6,82,8,"NW","20",1018
"946",2021-07-03,6.4,12.6,1,NA,NA,"NW",43,14:08:00,8.6,86,NA,"N","17",1019.4,9.9,64,7,"WNW","24",1017.1
"947",2021-07-04,2.1,10.4,0,NA,NA,"NW",41,11:33:00,6.2,78,2,"NNW","22",1022.5,7.5,58,5,"WNW","22",1020.4
"948",2021-07-05,-1.6,11.9,0,NA,NA,"WNW",37,15:45:00,4.4,99,8,NA,"Calm",1023,11.5,56,NA,"NNW","17",1020
"949",2021-07-06,-3.1,6.3,0,NA,NA,"SE",17,06:09:00,1,99,8,"SSE","9",1023.5,5.8,74,NA,"NW","9",1022.5
"950",2021-07-07,-4.7,12.4,0,NA,NA,"NNE",19,14:58:00,0.9,99,7,"ENE","6",1027.2,11.7,47,8,"N","13",1024.2
"951",2021-07-08,-5.1,12,0.2,NA,NA,"NW",22,14:35:00,-0.8,99,8,"N","7",1025.4,11.1,44,8,"NNW","13",1021.3
"952",2021-07-09,-0.8,14.9,0,NA,NA,"E",39,15:41:00,3,92,7,"N","7",1017.5,14.6,49,7,"NW","11",1013.2
"953",2021-07-10,-2.8,11.7,5.4,NA,NA,"S",37,09:51:00,4.5,90,NA,"ESE","4",1022.3,10.9,66,8,"S","22",1023.1
"954",2021-07-11,-0.6,13,0.2,NA,NA,"SE",19,04:22:00,6.7,81,1,"SE","9",1029.5,12.5,57,8,"NW","9",1026.1
"955",2021-07-12,-1.2,13.8,0,NA,NA,"NNW",31,15:26:00,2.7,100,8,NA,"Calm",1025.3,13,54,NA,"NNW","20",1020.6
"956",2021-07-13,0.7,14.3,0.2,NA,NA,"NNW",37,14:04:00,8.3,99,NA,"NNW","6",1019.4,12,56,7,"NNW","20",1016
"957",2021-07-14,0.9,12.5,0,NA,NA,"NNW",59,15:17:00,8.4,70,4,"NNW","15",1013,9.2,83,7,"NNW","37",1009.3
"958",2021-07-15,8,15.3,0.2,NA,NA,"WNW",50,15:51:00,10.6,87,8,"NNW","17",1006.8,13.4,64,1,"NNW","26",1003.1
"959",2021-07-16,5.5,10.7,4.2,NA,NA,"NNW",59,22:30:00,8.9,97,8,"NNW","26",996.2,6.9,94,8,"NW","28",995
"960",2021-07-17,4,8.9,8.2,NA,NA,"WNW",54,00:17:00,5.5,82,8,"NW","26",996.9,7,69,8,"NW","30",999.1
"961",2021-07-18,3.5,12.6,0.4,NA,NA,"WNW",44,13:57:00,8.6,77,NA,"N","20",1013.6,11.3,54,NA,"WNW","31",1014.2
"962",2021-07-19,-1,8.3,0.2,NA,NA,"NW",33,00:00:00,2.8,99,8,"SSE","9",1019.7,7.9,77,8,"NNW","22",1014.7
"963",2021-07-20,2.4,9.5,0.2,NA,NA,"NW",54,12:36:00,5.5,94,8,"N","22",1011.6,7.7,86,8,"NNW","30",1005.6
"964",2021-07-21,-1.7,10.8,2.8,NA,NA,"SSE",37,07:10:00,5.2,65,NA,"SSW","20",1016.8,10.4,41,NA,"SSE","15",1017.1
"965",2021-07-22,-6,11.3,0.2,NA,NA,"N",22,15:41:00,0,95,NA,NA,"Calm",1020.1,9.6,54,1,"W","11",1014.3
"966",2021-07-23,-0.5,8.2,0.2,NA,NA,"E",13,04:41:00,4,96,8,"SSE","9",1009.8,6,99,8,"SE","9",1006.1
"967",2021-07-24,3.9,10.3,5,NA,NA,"NNW",72,20:59:00,8.2,88,5,"NW","24",1003.4,8.7,60,8,"WNW","24",1002.8
"968",2021-07-25,1.8,8.8,10.2,NA,NA,"NW",61,05:31:00,3.4,87,8,"NW","30",1005.7,5.8,68,8,"NW","26",1009.6
"969",2021-07-26,3.4,13.2,2.8,NA,NA,"NW",48,05:27:00,8.2,82,7,"N","19",1016.4,11.4,67,7,"WNW","30",1015.9
"970",2021-07-27,7.4,15.8,0,NA,NA,"NW",46,11:49:00,10.2,78,1,"NNW","22",1018.9,14,51,1,"NNW","33",1015.6
"971",2021-07-28,2.4,12.4,0,NA,NA,"NW",59,09:10:00,10.7,63,8,"NW","39",1009.3,9.3,96,8,"NW","20",1005.2
"972",2021-07-29,2.8,13.3,4.8,NA,NA,"NW",37,05:06:00,6.8,62,NA,"WNW","22",1014.9,12.5,42,NA,"NW","26",1015.6
"973",2021-07-30,-5,12.9,0,NA,NA,"NNW",33,14:53:00,0.3,91,2,"ENE","4",1022.6,11.9,35,NA,"NNW","22",1018.1
"974",2021-07-31,-0.3,15.9,0,NA,NA,"WNW",33,13:41:00,6.3,80,6,"SSW","9",1015.5,14.2,53,8,"NNW","15",1009.7
"975",2021-08-01,2.5,13.6,0.2,NA,NA,"NNW",37,12:25:00,8.5,100,8,"SSE","9",1009.1,12.8,67,8,"NW","19",1009.9
"976",2021-08-02,-1.8,14.5,0.6,NA,NA,"NE",35,20:26:00,0.6,99,8,NA,"Calm",1022,13.8,48,NA,"NNE","17",1016.4
"977",2021-08-03,0.6,11.3,9,NA,NA,"NNW",52,09:54:00,8,87,8,"NNW","31",1010.2,9.3,66,8,"WNW","30",1009.2
"978",2021-08-04,3.2,10.3,3.6,NA,NA,"WNW",54,12:24:00,5.9,75,1,"NW","30",1012.8,9.6,56,8,"WNW","28",1014.2
"979",2021-08-05,5.8,14.1,0,NA,NA,"NW",44,00:10:00,10.2,66,NA,"NW","22",1018.6,12.7,56,NA,"WNW","31",1017.8
"980",2021-08-06,4.7,15.8,0,NA,NA,"N",39,15:43:00,9.6,63,NA,"WNW","6",1023.7,14.4,55,NA,"N","30",1021.4
"981",2021-08-07,-3.4,14.5,0,NA,NA,"NW",41,14:55:00,3.4,94,NA,NA,"Calm",1027,12.6,53,NA,"NW","31",1023.7
"982",2021-08-08,-2,11.4,0,NA,NA,"ESE",26,11:48:00,6.3,89,8,NA,"Calm",1033.8,10.9,60,8,"ENE","13",1031.7
"983",2021-08-09,2.3,15.9,0,NA,NA,"NNW",30,15:33:00,6.7,89,5,NA,"Calm",1031.5,14.9,50,4,"NW","15",1026.5
"984",2021-08-10,-1.2,16.3,0,NA,NA,"NNW",56,14:45:00,6,96,NA,NA,"Calm",1028.1,15.4,42,NA,"WNW","30",1024.5
"985",2021-08-11,0.5,18.5,0,NA,NA,"WNW",72,22:05:00,12.4,72,NA,"NW","31",1024.3,18,62,8,"NNW","33",1019.2
"986",2021-08-12,4.1,14.6,4.8,NA,NA,"NNW",39,13:26:00,8.7,61,NA,"NNW","13",1026.3,13.4,51,NA,"N","28",1025.2
"987",2021-08-13,-2.9,15.7,0,NA,NA,"NW",31,16:30:00,1.2,99,6,"E","7",1029.5,15,45,NA,"NW","15",1025.7
"988",2021-08-14,-3.7,15.4,0.2,NA,NA,"WNW",26,13:08:00,4.1,81,1,"SW","6",1030.8,14.5,39,NA,"NW","17",1026.5
"989",2021-08-15,-3.4,15.8,0,NA,NA,"WNW",48,14:44:00,1.3,99,8,"SSW","2",1027.3,12.8,45,NA,"WNW","28",1023.1
"990",2021-08-16,1.1,12,0,NA,NA,"NW",61,11:45:00,9.6,65,NA,"NNW","28",1021.6,10.8,66,NA,"NNW","41",1020.4
"991",2021-08-17,1.9,14.2,0,NA,NA,"WNW",31,03:19:00,7.2,76,NA,"N","13",1023.2,13.4,47,NA,"NW","17",1021
"992",2021-08-18,-4.9,14.9,0,NA,NA,"NW",35,13:43:00,4,88,NA,"NNW","2",1027.2,14.5,51,NA,"NNW","20",1023.2
"993",2021-08-19,-3.3,16.3,0,NA,NA,"N",37,14:44:00,3.1,99,NA,NA,"Calm",1025.3,14.8,52,8,"NNW","28",1021.8
"994",2021-08-20,-1.2,17.1,0,NA,NA,"NNW",44,13:09:00,5.7,91,NA,NA,"Calm",1022.2,16.1,42,4,"WNW","24",1018.9
"995",2021-08-21,5.4,18.6,0,NA,NA,"NW",48,06:15:00,12.7,69,NA,"NNW","15",1019.5,17.6,47,7,"NW","28",1018
"996",2021-08-22,0.3,19.9,0,NA,NA,"NW",48,15:31:00,8.5,87,NA,NA,"Calm",1022.1,19.8,41,NA,"NW","30",1017
"997",2021-08-23,3.9,20.8,0,NA,NA,"NW",70,11:04:00,16.8,59,NA,"NNW","37",1012.6,14.8,74,8,"NNW","43",1010
"998",2021-08-24,3.8,9.3,22.2,NA,NA,"SSW",70,14:24:00,5.2,90,8,"S","15",1012.4,8.7,69,8,"SSW","39",1009.7
"999",2021-08-25,4.9,13.2,0,NA,NA,"SW",52,00:40:00,8,65,7,"S","24",1014.9,11.7,60,8,"SSE","19",1014.2
"1000",2021-08-26,-1.9,14.4,0.2,NA,NA,"S",37,09:26:00,7.8,73,NA,"SSW","7",1019.8,13,50,7,"SSE","17",1017.4
"1001",2021-08-27,5.8,12.3,0,NA,NA,"NW",26,13:21:00,8.8,73,8,"W","7",1018.6,10.3,71,8,"SSW","15",1016.1
"1002",2021-08-28,4.8,15.2,2.2,NA,NA,"NW",31,14:01:00,7.3,92,8,"N","2",1019.2,14,58,2,"NW","15",1016.8
"1003",2021-08-29,0,9.6,0.8,NA,NA,"NW",37,13:33:00,6.5,88,4,"N","2",1015.6,7.4,90,8,"E","11",1012.2
"1004",2021-08-30,-0.3,13.3,3.2,NA,NA,"NNW",35,15:02:00,4,100,8,"ENE","2",1020,12.7,62,6,"NNW","26",1017.8
"1005",2021-08-31,-2.1,17,0.2,NA,NA,"NNW",41,14:36:00,6.9,84,NA,NA,"Calm",1023.7,15.3,47,8,"NW","26",1021.6
"1006",2021-01-09,3,22.7,0,NA,NA,"N",22,15:44:00,10,73,6,"SSW","6",1030.2,22.3,29,NA,"N","11",1027.3
"1007",2021-02-09,0,22.7,0,NA,NA,"N",33,14:28:00,12,64,NA,"SSW","4",1030.2,21.3,44,1,"N","20",1024.2
"1008",2021-03-09,4.8,21.5,0,NA,NA,"NW",43,10:24:00,14.7,86,NA,"ESE","4",1025.9,20.7,55,8,"NNW","26",1020.1
"1009",2021-04-09,7.5,12.8,5,NA,NA,"N",41,08:48:00,12.2,99,8,"NNW","24",1019.6,12.2,100,8,"N","11",1015.3
"1010",2021-05-09,6.1,11.2,39.4,NA,NA,"NNW",41,09:57:00,8.3,78,6,"NNW","28",1014.7,8,88,8,"NW","11",1015.9
"1011",2021-06-09,2.4,15.8,5,NA,NA,"S",46,10:45:00,8.7,64,NA,"NNW","6",1025.8,15.4,26,NA,"S","24",1026
"1012",2021-07-09,-3,18.8,0,NA,NA,"WNW",48,14:15:00,10,63,1,"N","30",1026.9,17.5,40,NA,"WNW","30",1024.6
"1013",2021-08-09,0.4,16.6,0,NA,NA,"NNW",37,16:35:00,4.8,100,8,NA,"Calm",1032.8,16.1,53,NA,"NNW","20",1028.1
"1014",2021-09-09,-0.4,19.9,0,NA,NA,"WNW",61,17:48:00,11.1,76,NA,"NNW","22",1028.5,18.9,37,NA,"WNW","28",1022.9
"1015",2021-10-09,9.1,21.1,0,NA,NA,NA,NA,NA,15.5,50,NA,"N","20",1022.5,20.3,39,1,"NW","33",1020.6
"1016",2021-11-09,2.6,22.5,0,NA,NA,"NW",56,10:01:00,15.5,48,NA,"NW","28",1017.6,21.8,27,NA,"NW","37",1011.9
"1017",2021-12-09,10.2,17.7,0,NA,NA,"NNW",50,01:30:00,15.2,51,NA,"NW","22",1006.1,13.4,57,8,"NW","30",1006.4
"1018",2019-07-17,-1,11.6,0.6,NA,NA,"ESE",41,13:10:00,4.9,90,7,"SE","9",1015.5,9.4,77,8,"ESE","15",1015.9
"1019",2019-07-18,0.7,14.3,9.4,NA,NA,"SSE",35,00:05:00,7.7,65,8,"SSE","9",1025.3,13.5,36,NA,"S","17",1022.9
"1020",2019-07-19,-2.9,15.7,0,NA,NA,"E",30,18:28:00,7.5,67,NA,"S","7",1026,15,41,NA,"NNW","6",1022.4
"1021",2019-07-20,4.3,16.1,0,NA,NA,"ENE",28,19:05:00,11.2,62,NA,"E","7",1024.8,14.7,42,NA,"N","13",1021
"1022",2019-07-21,4.7,18.5,0,NA,NA,"N",48,14:28:00,11.4,68,NA,"NNW","9",1021.5,17.8,48,NA,"NNW","28",1017.7
"1023",2019-07-22,11.3,17.6,9.6,NA,NA,"NNW",56,06:59:00,12,99,8,"N","28",1015.1,15,49,7,"W","30",1014.3
"1024",2019-07-23,4.3,15.5,2.8,NA,NA,"WNW",56,14:27:00,11.7,62,1,"NW","22",1022.6,14.4,45,NA,"WNW","39",1018.1
"1025",2019-07-24,7.7,16.7,0,NA,NA,"WNW",61,10:09:00,13.5,54,NA,"NW","33",1013.1,7.7,75,8,"W","20",1012.7
"1026",2019-07-25,-2,13.9,2.2,NA,NA,"SSW",54,09:57:00,6.7,59,8,"WSW","7",1018.4,12.3,37,1,"S","28",1019.7
